days_to_return_request,return_window_days,within_return_window,order_value_inr,discount_applied,discount_percent,customer_total_orders,customer_past_returns,customer_return_rate,customer_account_age_days,same_address_accounts,item_returned_matches_order,delivery_confirmed,claimed_non_delivery,return_pickup_attempted,return_pickup_successful,return_request_weekday,return_after_weekend,refund_amount_inr,previous_fraud_flag,support_contacts_pre_return,refund_ratio,high_value_high_returner,new_account_flag,multi_account_flag,false_non_delivery,pickup_failed_flag,discount_abuse_flag,weekend_return_flag,pre_return_support_flag,return_reason_enc,item_condition_enc,cat_accessories,cat_clothing,cat_electronics,cat_footwear,cat_home_decor
12,14,1,4247.0,1,12,16,6,0.375,371,1,0,1,0,1,1,6,0,4202.3,0,1,0.9895,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0
6,30,1,3929.46,1,17,10,3,0.3,90,2,0,1,0,0,0,1,1,3598.08,0,1,0.9157,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0
4,14,1,1721.96,0,0,6,2,0.333,194,1,1,1,0,1,1,6,0,1635.86,0,0,0.95,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1
6,30,1,1889.91,1,6,10,2,0.2,359,1,1,1,0,1,1,6,0,1795.41,0,0,0.95,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
17,14,0,1927.01,0,0,22,0,0.0,371,1,1,1,0,1,1,5,0,1830.66,0,1,0.95,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8,14,1,2681.11,1,12,4,0,0.0,847,1,1,1,0,1,1,2,0,2547.05,0,0,0.95,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0
23,14,0,4008.15,1,31,19,8,0.421,118,1,0,1,0,1,1,0,1,3912.91,0,1,0.9762,1,0,0,0,0,1,1,0,3,2,0,0,1,0,0
7,14,1,1579.72,0,0,2,3,1.0,1160,1,1,1,0,1,1,0,1,1500.73,0,0,0.95,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0
19,7,0,2038.2,1,9,27,3,0.111,1747,2,1,1,0,1,1,4,0,1936.29,0,0,0.95,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1
22,7,0,3503.65,1,35,10,8,0.8,144,1,0,1,0,1,0,1,1,3352.27,0,3,0.9568,1,0,0,0,1,1,1,1,1,2,0,0,0,0,1
4,14,1,4305.2,0,0,12,9,0.75,177,1,0,1,1,0,0,4,0,4033.98,0,0,0.937,1,0,0,1,0,0,0,0,2,2,0,1,0,0,0
16,7,0,4110.44,0,0,5,8,1.0,17,3,1,1,0,1,1,1,1,4041.64,1,0,0.9833,1,1,1,0,0,0,1,0,2,2,1,0,0,0,0
12,30,1,2964.08,1,15,6,1,0.167,456,2,1,1,0,1,1,0,1,2815.88,0,0,0.95,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
20,14,0,2191.68,1,23,24,2,0.083,796,1,1,1,0,1,1,1,1,2082.1,0,0,0.95,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
16,30,1,200.0,0,0,29,0,0.0,1669,1,1,1,0,1,1,4,0,190.0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19,7,0,1575.88,0,0,18,3,0.167,809,1,1,1,0,1,1,1,1,1497.09,0,1,0.95,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
18,7,0,1664.57,1,23,18,1,0.056,1558,1,1,1,0,1,1,4,0,1581.34,0,0,0.95,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0
8,7,0,1608.72,0,0,19,2,0.105,1782,1,1,1,0,1,1,1,1,1528.28,0,1,0.95,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2,14,1,3605.86,1,31,2,8,1.0,364,1,0,1,0,0,0,0,1,3584.5,1,1,0.9941,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0
7,7,1,2608.21,0,0,2,2,1.0,297,1,1,1,0,1,1,2,0,2477.8,0,1,0.95,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6,14,1,1468.65,1,16,13,1,0.077,1500,1,1,1,0,1,1,4,0,1395.22,0,0,0.95,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
15,14,0,596.87,0,0,1,2,1.0,1001,2,1,1,0,1,1,4,0,567.03,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,14,0,470.33,0,0,6,0,0.0,1346,1,1,1,0,1,1,6,0,446.81,0,0,0.95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16,30,1,1125.38,0,0,7,2,0.286,1237,1,1,1,0,1,1,3,0,1069.11,0,0,0.95,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
15,14,0,1208.03,1,22,8,1,0.125,514,1,1,1,0,1,1,5,0,1147.63,0,0,0.95,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0
19,14,0,249.52,0,0,7,1,0.143,1259,1,1,1,0,1,0,2,0,237.04,0,2,0.95,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
17,14,0,770.95,0,0,24,1,0.042,255,1,1,1,0,1,1,0,1,732.4,0,0,0.95,0,0,0,0,0,0,1,0,4,1,0,0,1,0,0
20,14,0,200.0,0,0,16,1,0.062,942,1,1,1,0,1,1,4,0,190.0,0,1,0.95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,7,1,1472.29,0,0,15,0,0.0,730,2,1,1,0,1,1,2,0,1398.68,0,0,0.95,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0
4,14,1,1306.1,0,0,26,1,0.038,1272,1,1,1,0,1,1,4,0,1240.79,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,14,1,2370.79,0,0,26,3,0.115,1288,1,1,1,0,1,1,4,0,2252.25,0,0,0.95,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
10,14,1,1313.22,1,8,5,2,0.4,1637,1,1,1,0,1,1,5,0,1247.56,0,0,0.95,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
6,14,1,200.0,0,0,12,0,0.0,589,1,1,1,0,1,1,1,1,190.0,0,0,0.95,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0
9,30,1,2325.44,0,0,11,2,0.182,235,1,1,1,0,1,1,4,0,2209.17,0,0,0.95,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0
15,7,0,200.0,1,11,9,3,0.333,123,1,1,1,0,1,1,3,0,190.0,0,0,0.95,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0
5,30,1,2362.25,0,0,12,0,0.0,1645,1,1,1,0,1,1,6,0,2244.14,0,2,0.95,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
19,30,1,556.59,0,0,10,1,0.1,1773,1,1,1,0,1,1,5,0,528.76,0,0,0.95,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0
4,30,1,1687.13,0,0,6,0,0.0,577,1,1,1,0,1,1,2,0,1602.77,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,30,1,2729.03,1,46,11,5,0.455,248,2,1,1,1,1,1,6,0,2591.57,1,2,0.9496,0,0,0,1,0,1,0,1,1,2,0,1,0,0,0
2,7,1,2032.39,0,0,15,8,0.533,257,1,0,1,1,0,0,4,0,2031.17,0,2,0.9994,0,0,0,1,0,0,0,1,3,2,0,0,0,0,1
6,7,1,1795.73,1,43,10,4,0.4,256,3,1,1,0,1,1,0,1,1679.91,1,0,0.9355,0,0,1,0,0,1,1,0,3,2,0,0,0,1,0
1,14,1,2298.74,0,0,14,8,0.571,294,1,1,1,1,1,0,4,0,2144.87,0,2,0.9331,0,0,0,1,1,0,0,1,4,1,0,1,0,0,0
19,14,0,1371.96,0,0,3,2,0.667,1613,1,1,1,0,1,1,4,0,1303.36,0,0,0.95,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4,30,1,942.31,1,8,19,1,0.053,163,1,1,1,0,1,1,5,0,895.19,0,0,0.95,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7,14,1,2311.33,0,0,26,1,0.038,1034,2,1,1,0,1,1,5,0,2195.76,0,2,0.95,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0
19,7,0,1213.33,1,23,20,2,0.1,965,2,1,1,0,1,1,2,0,1152.66,0,0,0.95,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3,14,1,2050.57,0,0,14,1,0.071,863,1,1,1,0,1,1,6,0,1948.04,0,1,0.95,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
2,7,1,2473.63,0,0,3,4,1.0,352,1,1,1,1,1,1,2,0,2471.98,1,0,0.9993,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0
3,14,1,627.78,1,16,17,0,0.0,1328,1,1,1,0,1,1,5,0,596.39,0,0,0.95,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
19,14,0,1867.02,1,15,9,2,0.222,1474,1,1,1,0,1,0,2,0,1773.67,0,0,0.95,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
3,14,1,1359.53,0,0,29,3,0.103,1576,1,1,1,0,1,1,6,0,1291.55,0,0,0.95,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
15,7,0,1854.85,0,0,17,2,0.118,735,1,0,1,0,1,1,5,0,1762.11,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,14,1,1535.99,1,5,9,3,0.333,576,1,1,1,0,1,0,3,0,1459.19,0,0,0.95,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4,14,1,3195.91,0,0,7,3,0.429,287,1,0,1,1,1,0,6,0,3061.06,1,1,0.9578,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0
4,30,1,1353.49,1,22,1,2,1.0,421,1,1,1,0,1,1,3,0,1285.82,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,7,1,3381.71,0,0,5,9,1.0,144,1,0,1,1,1,0,0,1,3354.86,0,2,0.9921,1,0,0,1,1,0,1,1,2,3,0,1,0,0,0
4,14,1,2201.24,1,11,21,3,0.143,1237,1,1,1,0,1,1,1,1,2091.18,0,0,0.95,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0
17,14,0,1651.98,1,6,29,0,0.0,1653,1,1,1,0,1,1,0,1,1569.38,0,0,0.95,0,0,0,0,0,0,1,0,3,2,0,1,0,0,0
14,7,0,940.38,1,12,9,1,0.111,1703,1,1,1,0,1,1,1,1,893.36,0,0,0.95,0,0,0,0,0,0,1,0,3,1,0,0,1,0,0
9,14,1,1368.46,0,0,3,0,0.0,1222,1,1,1,0,1,1,6,0,1300.04,0,0,0.95,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
6,14,1,1823.57,0,0,22,1,0.045,820,1,1,1,0,1,1,0,1,1732.39,0,1,0.95,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
4,14,1,2026.21,1,13,20,1,0.05,481,1,1,1,0,1,1,3,0,1924.9,0,2,0.95,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0
10,14,1,2984.51,0,0,9,3,0.333,1284,1,1,1,0,1,1,2,0,2835.28,0,1,0.95,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
25,14,0,4583.11,1,32,3,9,1.0,193,2,0,1,0,0,0,2,0,4552.44,1,0,0.9933,1,0,0,0,0,1,0,0,1,3,1,0,0,0,0
13,30,1,619.97,1,7,21,2,0.095,1065,2,1,1,0,1,1,3,0,588.97,0,0,0.95,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0
10,14,1,2627.84,1,9,8,0,0.0,1301,1,1,1,0,1,1,0,1,2496.45,0,1,0.95,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
13,14,1,1202.48,1,24,28,2,0.071,398,1,1,1,0,1,1,0,1,1142.36,0,1,0.95,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
11,14,1,1914.03,1,10,23,0,0.0,1518,1,1,1,0,1,1,2,0,1818.33,0,0,0.95,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0
16,14,0,2176.68,1,12,29,3,0.103,1229,1,1,1,0,1,1,2,0,2067.85,0,1,0.95,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
7,7,1,1070.74,1,24,21,1,0.048,914,1,1,1,0,1,1,6,0,1017.2,0,0,0.95,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0
5,30,1,2978.43,1,49,3,6,1.0,136,1,1,1,0,1,1,1,1,2838.21,1,0,0.9529,0,0,0,0,0,1,1,0,3,2,0,0,0,1,0
7,30,1,2876.07,0,0,17,0,0.0,1134,1,1,0,1,1,1,0,1,2732.27,0,0,0.95,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0
3,30,1,606.0,1,8,22,3,0.136,416,1,1,1,0,1,1,0,1,575.7,0,0,0.95,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0
10,14,1,360.14,1,6,7,2,0.286,1257,1,1,1,0,1,0,3,0,342.13,0,0,0.95,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0
7,14,1,2418.1,1,11,1,3,1.0,1207,1,1,1,0,1,1,2,0,2297.19,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14,30,1,1691.4,0,0,6,3,0.5,675,1,1,1,0,1,1,1,1,1606.83,0,0,0.95,0,0,0,0,0,0,1,0,2,2,0,1,0,0,0
17,7,0,1171.15,0,0,20,0,0.0,188,1,1,1,0,1,1,0,1,1112.59,0,0,0.95,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
6,14,1,3556.15,1,32,12,8,0.667,10,1,0,1,0,1,0,1,1,3457.38,1,3,0.9722,1,1,0,0,1,1,1,1,3,2,0,1,0,0,0
17,14,0,328.14,0,0,27,3,0.111,914,1,1,1,0,1,1,5,0,311.73,0,0,0.95,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0
20,30,1,200.0,1,23,17,3,0.176,1502,1,1,1,0,1,1,3,0,190.0,0,1,0.95,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5,14,1,5504.18,1,35,3,7,1.0,219,2,0,1,0,1,0,0,1,5323.41,1,1,0.9672,1,0,0,0,1,1,1,0,3,2,0,0,0,1,0
13,14,1,2808.4,0,0,28,3,0.107,913,1,1,1,0,1,1,2,0,2667.98,0,0,0.95,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9,14,1,1002.89,0,0,3,0,0.0,455,1,1,1,0,1,1,6,0,952.75,0,1,0.95,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
7,14,1,1296.26,0,0,10,0,0.0,1352,1,1,1,0,1,1,6,0,1231.45,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18,14,0,1600.95,1,5,16,1,0.062,1322,1,1,1,0,1,1,2,0,1520.9,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,14,1,1349.0,1,16,2,3,1.0,730,1,1,1,0,1,1,5,0,1281.55,0,0,0.95,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0
7,30,1,508.36,1,8,17,2,0.118,298,1,1,1,0,1,1,6,0,482.94,0,1,0.95,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
15,14,0,1644.57,0,0,11,0,0.0,254,1,0,1,0,1,1,2,0,1562.34,0,0,0.95,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
20,14,0,2028.42,0,0,20,1,0.05,620,1,1,1,0,1,1,6,0,1927.0,0,0,0.95,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0
8,14,1,4943.56,1,34,7,4,0.571,290,1,0,1,1,1,1,0,1,4812.91,0,1,0.9736,1,0,0,1,0,1,1,0,4,1,0,0,1,0,0
18,14,0,1145.36,0,0,9,1,0.111,1561,1,1,1,0,1,1,0,1,1088.09,0,0,0.95,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0
9,14,1,200.0,1,9,16,3,0.188,477,1,1,1,0,1,1,4,0,190.0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,30,1,2930.3,0,0,27,3,0.111,1029,1,1,1,0,1,1,3,0,2783.78,0,1,0.95,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0
5,30,1,1741.04,0,0,11,2,0.182,1148,1,1,1,0,1,1,3,0,1653.99,0,0,0.95,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0
2,7,1,3716.2,1,17,7,6,0.857,229,1,0,1,0,0,0,0,1,3702.69,1,0,0.9964,1,0,0,0,0,0,1,0,3,2,0,0,0,1,0
20,14,0,1114.39,1,19,1,0,0.0,895,1,1,1,0,1,1,0,1,1058.67,0,1,0.95,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0
20,14,0,1448.07,1,8,10,1,0.1,1048,1,1,1,0,1,1,0,1,1375.67,0,0,0.95,0,0,0,0,0,0,1,0,4,1,0,0,0,0,1
12,14,1,2931.7,1,21,27,0,0.0,236,1,1,1,0,1,1,2,0,2785.12,0,0,0.95,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0
16,30,1,2386.44,1,22,17,2,0.118,1183,1,1,1,0,1,1,2,0,2267.12,0,2,0.95,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
3,30,1,3460.9,1,29,13,6,0.462,307,2,0,1,0,1,0,1,1,3130.22,0,0,0.9045,1,0,0,0,1,0,1,0,0,2,0,0,0,1,0
11,7,0,643.68,1,7,20,3,0.15,834,1,1,1,0,1,1,6,0,611.5,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,14,1,1413.01,0,0,6,2,0.333,1516,1,1,1,0,1,1,2,0,1342.36,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,14,1,3907.38,1,10,13,4,0.308,257,1,1,1,1,1,1,4,0,3532.52,0,3,0.9041,0,0,0,1,0,0,0,1,4,1,1,0,0,0,0
18,14,0,1313.53,0,0,13,1,0.077,921,1,1,1,0,1,1,2,0,1247.85,0,0,0.95,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
14,7,0,1509.7,1,24,25,0,0.0,1073,2,1,1,0,1,1,5,0,1434.22,0,0,0.95,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0
1,30,1,4235.99,0,0,15,4,0.267,258,2,1,1,1,1,1,6,0,3842.08,1,2,0.907,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1
6,14,1,4588.34,0,0,7,5,0.714,84,3,0,1,0,1,1,1,1,4213.35,0,3,0.9183,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0
3,7,1,1476.32,1,15,11,1,0.091,1661,1,1,1,0,1,1,3,0,1402.5,0,1,0.95,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,30,1,5065.01,1,34,14,8,0.571,299,1,1,1,1,0,0,3,0,4933.27,0,3,0.974,1,0,0,1,0,1,0,1,3,1,0,1,0,0,0
9,14,1,2367.49,0,0,19,0,0.0,688,1,1,1,0,1,1,1,1,2249.12,0,0,0.95,0,0,0,0,0,0,1,0,1,3,0,0,0,1,0
11,7,0,1533.0,0,0,3,2,0.667,206,1,1,1,0,1,1,2,0,1456.35,0,0,0.95,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
16,14,0,2484.2,1,5,17,2,0.118,1069,1,1,1,0,1,1,1,1,2359.99,0,0,0.95,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
19,7,0,2624.54,1,22,13,2,0.154,564,1,1,1,0,1,1,0,1,2493.31,0,0,0.95,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0
7,30,1,950.46,0,0,26,1,0.038,1121,1,1,1,0,1,1,6,0,902.94,0,1,0.95,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
6,14,1,1821.74,1,6,28,1,0.036,1155,1,1,1,0,1,1,1,1,1730.65,0,0,0.95,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0
8,7,0,210.92,1,5,19,1,0.053,723,1,1,1,0,1,1,6,0,200.37,0,0,0.95,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
16,7,0,2189.16,1,24,13,0,0.0,1650,1,1,1,0,1,1,4,0,2079.7,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,14,1,2342.31,0,0,26,1,0.038,625,1,1,1,0,1,1,5,0,2225.19,0,0,0.95,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1
3,14,1,820.42,1,22,15,3,0.2,617,1,1,1,0,1,1,0,1,779.4,0,0,0.95,0,0,0,0,0,0,1,0,2,2,0,0,0,1,0
10,14,1,1210.82,0,0,7,2,0.286,1479,1,1,1,0,1,1,5,0,1150.28,0,0,0.95,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
18,30,1,1625.79,0,0,13,0,0.0,242,1,1,1,0,1,1,6,0,1544.5,0,0,0.95,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0
3,30,1,1609.92,0,0,2,1,0.5,822,1,1,1,0,1,1,6,0,1529.42,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,30,1,2539.14,1,11,7,3,0.429,721,2,1,1,0,1,1,6,0,2412.18,0,0,0.95,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11,30,1,200.0,0,0,26,3,0.115,1278,1,1,1,0,1,1,0,1,190.0,0,1,0.95,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
15,14,0,800.48,1,22,12,1,0.083,393,2,1,1,0,1,1,0,1,760.46,0,0,0.95,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0
15,30,1,1578.99,0,0,23,2,0.087,1722,2,1,1,0,1,1,2,0,1500.04,0,0,0.95,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
15,7,0,1276.35,0,0,3,1,0.333,658,1,1,1,0,1,1,5,0,1212.53,0,0,0.95,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
18,14,0,392.75,1,8,25,3,0.12,696,1,1,0,0,1,1,2,0,373.11,0,0,0.95,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
7,30,1,1669.11,0,0,19,0,0.0,806,1,1,0,0,1,1,0,1,1585.65,0,1,0.95,0,0,0,0,0,0,1,0,2,3,0,0,0,0,1
13,30,1,1241.68,0,0,2,3,1.0,1113,1,1,1,0,1,1,5,0,1179.6,0,1,0.95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,14,1,3068.14,0,0,3,0,0.0,513,1,1,1,0,1,1,3,0,2914.73,0,0,0.95,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11,14,1,1693.63,1,16,13,0,0.0,1742,1,1,1,0,1,1,3,0,1608.95,0,1,0.95,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
13,14,1,200.0,0,0,23,0,0.0,1036,1,1,1,0,1,1,3,0,190.0,0,0,0.95,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3,30,1,919.88,1,13,8,2,0.25,175,1,1,1,0,1,1,0,1,873.89,0,0,0.95,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
12,30,1,1901.94,0,0,6,0,0.0,148,2,1,1,0,1,1,0,1,1806.84,0,2,0.95,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0
2,14,1,4625.23,1,43,14,9,0.643,310,1,1,1,0,1,1,1,1,4278.98,1,3,0.9251,1,0,0,0,0,1,1,1,2,1,0,0,0,1,0
10,30,1,1718.64,1,21,4,2,0.5,362,1,1,1,0,1,1,1,1,1632.71,0,0,0.95,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,14,1,3334.85,1,44,16,9,0.562,232,1,1,1,1,1,1,4,0,3149.46,0,1,0.9444,1,0,0,1,0,1,0,0,3,2,0,1,0,0,0
19,30,1,1351.62,0,0,26,2,0.077,215,1,1,1,0,1,1,6,0,1284.04,0,1,0.95,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
16,30,1,1158.36,0,0,15,0,0.0,409,1,1,1,0,1,1,3,0,1100.44,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,30,1,961.44,0,0,4,0,0.0,477,1,1,1,0,1,1,3,0,913.37,0,0,0.95,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
20,30,1,525.31,0,0,11,3,0.273,442,1,1,1,0,1,1,5,0,499.04,0,0,0.95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10,30,1,1733.98,0,0,23,2,0.087,480,1,1,1,0,1,1,0,1,1647.28,0,0,0.95,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0
10,30,1,927.13,1,14,6,3,0.5,1329,1,1,1,0,1,1,3,0,880.77,0,0,0.95,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
19,14,0,2198.82,1,6,25,2,0.08,224,1,1,1,0,1,1,2,0,2088.88,0,1,0.95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,14,0,2961.78,0,0,18,9,0.5,35,2,0,1,1,1,0,4,0,2671.72,1,0,0.9021,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0
19,30,1,1009.14,0,0,3,1,0.333,1538,1,1,1,0,1,1,2,0,958.68,0,0,0.95,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10,14,1,1404.96,0,0,17,2,0.118,1340,1,1,1,0,1,1,3,0,1334.71,0,0,0.95,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7,14,1,1918.13,1,33,11,9,0.818,81,1,1,1,0,1,1,0,1,1891.87,1,0,0.9863,0,0,0,0,0,1,1,0,4,2,0,1,0,0,0
3,14,1,1442.44,1,5,14,2,0.143,313,1,1,1,0,1,1,0,1,1370.32,0,0,0.95,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1
18,7,0,1818.21,0,0,28,0,0.0,700,1,1,1,0,1,1,3,0,1727.3,0,0,0.95,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0
20,30,1,200.0,1,16,4,2,0.5,1244,1,1,1,0,1,1,6,0,190.0,0,0,0.95,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9,14,1,430.14,0,0,29,3,0.103,868,1,1,1,0,1,1,3,0,408.63,0,0,0.95,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0
7,30,1,2807.71,1,14,14,3,0.214,589,1,1,1,0,1,1,2,0,2667.32,0,1,0.95,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7,14,1,629.36,1,16,8,2,0.25,412,1,1,1,0,1,1,2,0,597.89,0,0,0.95,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0
12,14,1,644.45,1,14,22,1,0.045,1466,1,1,1,0,1,1,1,1,612.23,0,0,0.95,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0
5,30,1,1037.53,0,0,11,3,0.273,1273,1,1,1,0,1,1,0,1,985.65,0,1,0.95,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
18,30,1,3025.68,1,7,10,1,0.1,987,1,1,1,0,1,1,1,1,2874.4,0,0,0.95,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0
7,14,1,1634.21,0,0,15,1,0.067,1663,1,1,1,0,1,0,4,0,1552.5,0,1,0.95,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0
6,30,1,1185.89,1,11,20,2,0.1,331,1,1,1,0,1,1,3,0,1126.6,0,2,0.95,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0
8,30,1,1505.04,1,19,6,3,0.5,739,2,1,1,0,1,1,6,0,1429.79,0,0,0.95,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
11,14,1,1036.56,0,0,25,3,0.12,1406,1,1,1,0,1,1,5,0,984.73,0,0,0.95,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0
